,STNID,ZIP,POSTOFFICE
7602,USC00447338,24151,Rocky
7603,USC00447506,24370,Saltville
7604,USC00447541,23150,Sandston
7605,USC00447904,22738,Rochelle
7606,USC00447925,24592,South
7607,USC00447985,22740,Sperryville
7608,USC00448022,24134,Pearisburg
7609,USC00448046,22654,Star
7610,USC00448062,24401,Staunton
7611,USC00448084,20148,Ashburn
7612,USC00448129,23882,Stony
7613,USC00448170,24171,Stuart
7614,USC00448192,23434,Suffolk
7615,USC00448323,23440,Tangier
7616,USC00448396,20198,The
7617,USC00448547,24363,Mouth
7618,USC00448600,24521,Amherst
7619,USC00448737,22180,Vienna
7620,USC00448800,23888,Wakefield
7621,USC00448829,23177,Walkerton
7622,USC00448837,23322,Chesapeake
7623,USC00448888,20187,Warrenton
7624,USC00448894,22572,Warsaw
7625,USC00448941,22980,Waynesboro
7626,USC00449025,23181,West
7627,USC00449151,23185,Williamsburg
7628,USC00449169,24380,Willis
7629,USC00449181,22601,Winchester
7630,USC00449186,22602,Winchester
7631,USC00449213,23838,Chesterfield
7632,USC00449215,24293,Wise
7633,USC00449263,22664,Woodstock
7634,USC00449272,24171,Stuart
7635,USC00449301,24382,Wytheville
7636,USC00450008,98520,Aberdeen
7637,USC00450013,98520,Aberdeen
7638,USC00450176,98221,Anacortes
7639,USC00450217,98602,Appleton
7640,USC00450257,98223,Arlington
7641,USC00450294,99402,Asotin
7642,USC00450456,98224,Baring
7643,USC00450482,98604,Battle
7644,USC00450587,98225,Bellingham
7645,USC00450668,99322,Bickleton
7646,USC00450729,98230,Blaine
7647,USC00450844,99153,Metaline
7648,USC00450872,98312,Bremerton
7649,USC00450945,98321,Buckley
7650,USC00451160,98648,Stevenson
7651,USC00451205,98612,Cathlamet
7652,USC00451233,98045,North
7653,USC00451276,98531,Centralia
7654,USC00451350,98816,Chelan
7655,USC00451395,99109,Chewelah
7656,USC00451400,98813,Bridgeport
7657,USC00451414,98325,Chimacum
7658,USC00451484,98247,Everson
7659,USC00451496,98563,Montesano
7660,USC00451504,98922,Cle
7661,USC00451586,99111,Colfax
7662,USC00451630,99114,Colville
7663,USC00451666,98840,Okanogan
7664,USC00451679,98237,Concrete
7665,USC00451690,99326,Connell
7666,USC00451691,99301,Pasco
7667,USC00451760,98648,Stevenson
7668,USC00451767,99116,Coulee
7669,USC00451783,98239,Coupeville
7670,USC00451939,98584,Shelton
7671,USC00451992,98241,Darrington
7672,USC00452007,99122,Davenport
7673,USC00452030,99328,Dayton
7674,USC00452157,98283,Rockport
7675,USC00452220,98532,Chehalis
7676,USC00452384,98922,Cle
7677,USC00452505,98926,Ellensburg
7678,USC00452507,98926,Ellensburg
7679,USC00452531,98541,Elma
7680,USC00452542,99301,Pasco
7681,USC00452548,98362,Port
7682,USC00452563,98822,Entiat
7683,USC00452675,98205,Everett
7684,USC00452914,98331,Forks
7685,USC00453177,98336,Glenoma
7686,USC00453184,98619,Glenwood
7687,USC00453222,98620,Goldendale
7688,USC00453226,98620,Goldendale
7689,USC00453284,98546,Grapeview
7690,USC00453320,98547,Grayland
7691,USC00453333,98621,Grays
7692,USC00453515,99122,Davenport
7693,USC00453529,99135,Hartline
7694,USC00453546,99326,Connell
7695,USC00453730,98852,Stehekin
7696,USC00453826,98550,Hoquiam
7697,USC00453883,99323,Burbank
7698,USC00453915,98501,Olympia
7699,USC00454077,99301,Pasco
7700,USC00454084,98674,Woodland
7701,USC00454154,99336,Kennewick
7702,USC00454169,98032,Kent
7703,USC00454338,99143,Lacrosse
7704,USC00454446,98826,Leavenworth
7705,USC00454486,98038,Maple
7706,USC00454572,98826,Leavenworth
7707,USC00454679,97862,Milton
7708,USC00454748,98631,Long
7709,USC00454764,98321,Buckley
7710,USC00454769,98632,Longview
7711,USC00455086,98541,Elma
7712,USC00455110,98585,Silver
7713,USC00455133,98833,Mazama
7714,USC00455224,98374,Puyallup
7715,USC00455231,97882,Umatilla
7716,USC00455305,98674,Woodland
7717,USC00455326,98834,Methow
7718,USC00455387,99362,Walla
7719,USC00455525,98272,Monroe
7720,USC00455659,98650,Trout
7721,USC00455678,98273,Mount
7722,USC00455688,98936,Moxee
7723,USC00455704,98321,Buckley
7724,USC00455774,98638,Naselle
7725,USC00455840,98267,Marblemount
7726,USC00455844,99156,Newport
7727,USC00455946,99141,Kettle
7728,USC00456011,98568,Oakville
7729,USC00456039,99159,Odessa
7730,USC00456096,98279,Olga
7731,USC00456215,99344,Othello
7732,USC00456262,98361,Packwood
7733,USC00456295,98051,Ravensdale
7734,USC00456534,98826,Leavenworth
7735,USC00456610,99347,Pomeroy
7736,USC00456624,98362,Port
7737,USC00456678,98368,Port
7738,USC00456747,98936,Moxee
7739,USC00456768,99350,Prosser
7740,USC00456789,99163,Pullman
7741,USC00456803,98371,Puyallup
7742,USC00456846,98376,Quilcene
7743,USC00456880,98848,Quincy
7744,USC00456896,98361,Packwood
7745,USC00456898,98321,Buckley
7746,USC00456909,98377,Randle
7747,USC00456914,98577,Raymond
7748,USC00456974,99166,Republic
7749,USC00457015,99354,Richland
7750,USC00457059,99169,Ritzville
7751,USC00457180,99170,Rosalia
7752,USC00457185,00072,National
7753,USC00457267,99171,Saint
7754,USC00457319,98305,Beaver
7755,USC00457342,98620,Goldendale
7756,USC00457507,98284,Sedro
7757,USC00457522,98901,Yakima
7758,USC00457544,98382,Sequim
7759,USC00457584,98584,Shelton
7760,USC00457657,98252,Granite
7761,USC00457696,98671,Washougal
7762,USC00457727,99349,Mattawa
7763,USC00457773,98024,Fall
7764,USC00457941,99022,Medical
7765,USC00458034,98251,Gold
7766,USC00458059,98852,Stehekin
7767,USC00458207,98944,Sunnyside
7768,USC00458278,98404,Tacoma
7769,USC00458508,98019,Duvall
7770,USC00458520,98855,Tonasket
7771,USC00458715,98237,Concrete
7772,USC00458773,98665,Vancouver
7773,USC00458959,98951,Wapato
7774,USC00459012,98858,Waterville
7775,USC00459021,98329,Gig
7776,USC00459058,99040,Wellpinit
7777,USC00459074,98801,Wenatchee
7778,USC00459079,98801,Wenatchee
7779,USC00459200,99362,Walla
7780,USC00459238,99185,Wilbur
7781,USC00459376,98862,Winthrop
7782,USC00459455,98903,Yakima
7783,USC00459463,98902,Yakima
7784,USC00460094,26537,Kingwood
7785,USC00460102,24910,Alderson
7786,USC00460202,25812,Ansted
7787,USC00460355,24712,Athens
7788,USC00460509,24915,Arbovale
7789,USC00460527,21550,Oakland
7790,USC00460580,25801,Beckley
7791,USC00460633,26250,Belington
7792,USC00460925,24701,Bluefield
7793,USC00460939,25951,Hinton
7794,USC00461075,25506,Branchland
7795,USC00461215,24954,Marlinton
7796,USC00461220,26201,Buckhannon
7797,USC00461282,26335,Burnsville
7798,USC00461290,26562,Burton
7799,USC00461324,25422,Great
7800,USC00461330,26337,Cairo
7801,USC00461363,26205,Craigsville
7802,USC00461393,26260,Davis
7803,USC00461397,26260,Davis
7804,USC00461579,25314,Charleston
7805,USC00461677,26301,Clarksburg
7806,USC00461696,25043,Clay
7807,USC00461723,25045,Clendenin
7808,USC00461900,26508,Morgantown
7809,USC00462054,26141,Creston
7810,USC00462151,26253,Beverly
7811,USC00462211,26260,Davis
7812,USC00462462,25062,Dry
7813,USC00462522,25699,Wilsondale
7814,USC00462697,26143,Elizabeth
7815,USC00462709,24868,Northfork
7816,USC00462920,26554,Fairmont
7817,USC00463072,25841,Flat
7818,USC00463215,26807,Franklin
7819,USC00463251,24954,Marlinton
7820,USC00463361,26624,Gassaway
7821,USC00463464,26268,Glady
7822,USC00463544,26351,Glenville
7823,USC00463648,25261,Millstone
7824,USC00463798,26222,Hacker
7825,USC00463846,25523,Hamlin
7826,USC00463940,26362,Harrisville
7827,USC00464200,25502,Apple
7828,USC00464397,25530,Kenova
7829,USC00464408,24844,Iaeger
7830,USC00464763,25430,Kearneysville
7831,USC00464840,26726,Keyser
7832,USC00464956,24870,Oceana
7833,USC00464971,26273,Huttonsville
7834,USC00465002,15451,Lake
7835,USC00465224,24901,Lewisburg
7836,USC00465353,25508,Chapmanville
7837,USC00465365,25039,Cedar
7838,USC00465453,26810,Lost
7839,USC00465563,25053,Danville
7840,USC00465600,25632,Lyburn
7841,USC00465626,26582,Mannington
7842,USC00465672,24954,Marlinton
7843,USC00465706,25401,Martinsburg
7844,USC00465739,26810,Lost
7845,USC00465875,25958,Charmco
7846,USC00465963,26149,Middlebourne
7847,USC00466163,26836,Moorefield
7848,USC00466212,26501,Morgantown
7849,USC00466248,26041,Moundsville
7850,USC00466284,26679,Mount
7851,USC00466325,25928,Stephenson
7852,USC00466442,26047,New
7853,USC00466591,25901,Oak
7854,USC00466600,24818,Brenton
7855,USC00466867,26269,Hambleton
7856,USC00466900,24620,Hurley
7857,USC00466912,25702,Huntington
7858,USC00466952,26847,Petersburg
7859,USC00466982,26416,Philippi
7860,USC00466989,26224,Helvetia
7861,USC00467018,26003,Wheeling
7862,USC00467029,24874,Pineville
7863,USC00467207,24739,Princeton
7864,USC00467287,25253,Letart
7865,USC00467372,25621,Gilbert
7866,USC00467455,24966,Renick
7867,USC00467513,26261,Richwood
7868,USC00467552,25271,Ripley
7869,USC00467649,26234,Rock
7870,USC00467730,26757,Romney
7871,USC00467743,26636,Rosedale
7872,USC00467785,26425,Rowlesburg
7873,USC00467918,25252,Le
7874,USC00468051,24927,Cass
7875,USC00468308,26291,Slatyfork
7876,USC00468351,25187,Southside
7877,USC00468384,25276,Spencer
7878,USC00468522,26452,Weston
7879,USC00468589,26815,Sugar
7880,USC00468614,26675,Keslers
7881,USC00468662,26601,Sutton
7882,USC00468777,26764,Terra
7883,USC00468807,26292,Thomas
7884,USC00468986,26354,Grafton
7885,USC00469011,24983,Union
7886,USC00469049,26866,Upper
7887,USC00469086,26294,Valley
7888,USC00469281,26851,Wardensville
7889,USC00469333,26288,Webster
7890,USC00469336,26288,Webster
7891,USC00469436,26452,Weston
7892,USC00469458,26456,West
7893,USC00469482,26003,Wheeling
7894,USC00469522,24986,White
7895,USC00469527,25193,Sylvester
7896,USC00469610,25661,Williamson
7897,USC00469683,25168,Red
7898,USC00470045,53546,Janesville
7899,USC00470080,53002,Allenton
7900,USC00470124,54610,Alma
7901,USC00470175,54001,Amery
7902,USC00470239,54409,Antigo
7903,USC00470265,54914,Appleton
7904,USC00470273,53713,Madison
7905,USC00470287,53504,Argyle
7906,USC00470308,53532,De
7907,USC00470347,54806,Ashland
7908,USC00470349,54806,Ashland
7909,USC00470382,54722,Augusta
7910,USC00470456,54413,Babcock
7911,USC00470486,54002,Baldwin
7912,USC00470516,53913,Baraboo
7913,USC00470603,54814,Bayfield
7914,USC00470645,53916,Beaver
7915,USC00470696,53511,Beloit
7916,USC00470742,54923,Berlin
7917,USC00470773,54526,Glen
7918,USC00470855,54615,Black
7919,USC00470882,54616,Blair
7920,USC00470892,53516,Blanchardville
7921,USC00470904,54724,Bloomer
7922,USC00470929,53572,Mount
7923,USC00470991,54499,Wittenberg
7924,USC00471039,54121,Florence
7925,USC00471044,54174,Suring
7926,USC00471062,53045,Brookfield
7927,USC00471064,54110,Brillion
7928,USC00471078,53520,Brodhead
7929,USC00471131,54820,Brule
7930,USC00471155,54519,Conover
7931,USC00471205,53105,Burlington
7932,USC00471249,54514,Butternut
7933,USC00471280,54619,Cashton
7934,USC00471308,54751,Menomonie
7935,USC00471416,53705,Madison
7936,USC00471568,53014,Chilton
7937,USC00471578,54729,Chippewa
7938,USC00471605,53081,Sheboygan
7939,USC00471667,53525,Clinton
7940,USC00471676,54929,Clintonville
7941,USC00471681,53039,Juneau
7942,USC00471840,53527,Cottage
7943,USC00471847,54876,Stone
7944,USC00471897,54114,Crivitz
7945,USC00471913,53807,Cuba
7946,USC00471923,54829,Cumberland
7947,USC00471970,53926,Dalton
7948,USC00471978,54830,Danbury
7949,USC00472001,53530,Darlington
7950,USC00472055,54208,Denmark
7951,USC00472165,54612,Arcadia
7952,USC00472173,53533,Dodgeville
7953,USC00472240,54832,Drummond
7954,USC00472279,54736,Durand
7955,USC00472314,54521,Eagle
7956,USC00472413,53120,East
7957,USC00472425,54701,Eau
7958,USC00472447,54455,Mosinee
7959,USC00472556,54011,Ellsworth
7960,USC00472626,54234,Sister
7961,USC00472826,54121,Florence
7962,USC00472839,54935,Fond
7963,USC00472851,54201,Algoma
7964,USC00472869,53538,Fort
7965,USC00472889,54836,Foxboro
7966,USC00472973,53910,Adams
7967,USC00472996,54630,Galesville
7968,USC00473022,54631,Gays
7969,USC00473038,54632,Genoa
7970,USC00473058,53022,Germantown
7971,USC00473116,53085,Sheboygan
7972,USC00473174,54125,Goodman
7973,USC00473182,54411,Athens
7974,USC00473186,54838,Gordon
7975,USC00473268,54304,Green
7976,USC00473271,54303,Green
7977,USC00473332,54559,Saxon
7978,USC00473391,53129,Greendale
7979,USC00473405,54943,Hancock
7980,USC00473453,53027,Hartford
7981,USC00473471,54754,Merrillan
7982,USC00473511,54843,Hayward
7983,USC00473636,54511,Argonne
7984,USC00473654,53929,Elroy
7985,USC00473661,53085,Sheboygan
7986,USC00473698,54745,Holcombe
7987,USC00473702,53033,Hubertus
7988,USC00473756,53032,Horicon
7989,USC00473800,49938,Ironwood
7990,USC00473820,53034,Hustisford
7991,USC00473930,53037,Jackson
7992,USC00474027,54724,Bloomer
7993,USC00474080,54766,Sheldon
7994,USC00474108,53549,Jefferson
7995,USC00474174,53143,Kenosha
7996,USC00474195,54216,Kewaunee
7997,USC00474366,54603,La
7998,USC00474373,54601,La
7999,USC00474379,54601,La
8000,USC00474383,54554,Phelps
8001,USC00474391,54848,Ladysmith
8002,USC00474404,54639,La
8003,USC00474422,53941,La
8004,USC00474457,53147,Lake
8005,USC00474482,53551,Lake
8006,USC00474523,54138,Lakewood
8007,USC00474530,54138,Lakewood
8008,USC00474546,53804,Bloomington
8009,USC00474582,54541,Laona
8010,USC00474790,53555,Lodi
8011,USC00474829,54521,Eagle
8012,USC00474894,54853,Luck
8013,USC00474937,52146,Harpers
8014,USC00474953,54850,La
8015,USC00475017,54220,Manitowoc
8016,USC00475091,49858,Menominee
8017,USC00475096,53946,Markesan
8018,USC00475120,54449,Marshfield
8019,USC00475164,54666,Warrens
8020,USC00475178,53948,Mauston
8021,USC00475189,53560,Mazomanie
8022,USC00475255,54451,Medford
8023,USC00475286,54546,Mellen
8024,USC00475335,54751,Menomonie
8025,USC00475364,54452,Merrill
8026,USC00475473,53563,Milton
8027,USC00475474,53222,Milwaukee
8028,USC00475516,54548,Minocqua
8029,USC00475525,54859,Minong
8030,USC00475563,54755,Mondovi
8031,USC00475573,53566,Monroe
8032,USC00475581,53949,Montello
8033,USC00475674,53572,Mount
8034,USC00475718,53573,Muscoda
8035,USC00475786,54646,Necedah
8036,USC00475808,54456,Neillsville
8037,USC00475863,54511,Argonne
8038,USC00475932,54944,Hortonville
8039,USC00476122,54501,Rhinelander
8040,USC00476200,53066,Oconomowoc
8041,USC00476208,54153,Oconto
8042,USC00476280,54634,Hillsboro
8043,USC00476330,54901,Oshkosh
8044,USC00476357,54460,Owen
8045,USC00476380,53104,Bristol
8046,USC00476398,54552,Park
8047,USC00476413,54836,Foxboro
8048,USC00476420,53128,Genoa
8049,USC00476510,54157,Peshtigo
8050,USC00476518,54554,Phelps
8051,USC00476646,53818,Platteville
8052,USC00476678,53073,Plymouth
8053,USC00476718,53901,Portage
8054,USC00476764,53074,Port
8055,USC00476772,54865,Port
8056,USC00476827,53821,Prairie
8057,USC00476838,53578,Prairie
8058,USC00476859,54449,Marshfield
8059,USC00476874,54162,Pulaski
8060,USC00476922,53403,Racine
8061,USC00476939,54539,Lake
8062,USC00477015,54652,Readstown
8063,USC00477052,53959,Reedsburg
8064,USC00477092,54545,Manitowish
8065,USC00477113,54501,Rhinelander
8066,USC00477115,54501,Rhinelander
8067,USC00477118,54501,Rhinelander
8068,USC00477121,54426,Edgar
8069,USC00477132,54822,Cameron
8070,USC00477140,54487,Tomahawk
8071,USC00477142,54487,Tomahawk
8072,USC00477158,53581,Richland
8073,USC00477174,54733,Dallas
8074,USC00477209,54964,Pickett
8075,USC00477226,54022,River
8076,USC00477230,54023,Roberts
8077,USC00477319,53959,Reedsburg
8078,USC00477349,54499,Wittenberg
8079,USC00477464,54024,Saint
8080,USC00477480,54558,Saint
8081,USC00477576,53583,Sauk
8082,USC00477708,54166,Shawano
8083,USC00477725,53081,Sheboygan
8084,USC00477745,54766,Sheldon
8085,USC00477761,54170,Shiocton
8086,USC00477869,54655,Soldiers
8087,USC00477892,54873,Solon
8088,USC00477964,53154,Oak
8089,USC00477980,54463,Pelican
8090,USC00477997,54656,Sparta
8091,USC00478018,54564,Tripoli
8092,USC00478027,54801,Spooner
8093,USC00478110,54768,Stanley
8094,USC00478164,53805,Boscobel
8095,USC00478171,54481,Stevens
8096,USC00478190,54416,Bowler
8097,USC00478229,53589,Stoughton
8098,USC00478241,54484,Stratford
8099,USC00478267,54235,Sturgeon
8100,USC00478288,54521,Eagle
8101,USC00478316,53118,Dousman
8102,USC00478324,54485,Summit
8103,USC00478349,54880,Superior
8104,USC00478376,54174,Suring
8105,USC00478540,53916,Beaver
8106,USC00478589,54661,Trempealeau
8107,USC00478672,54241,Two
8108,USC00478723,53182,Union
8109,USC00478750,54565,Upson
8110,USC00478827,54665,Viroqua
8111,USC00478905,54246,Washington
8112,USC00478910,53594,Waterloo
8113,USC00478919,53094,Watertown
8114,USC00478937,53186,Waukesha
8115,USC00478951,54981,Waupaca
8116,USC00478969,54401,Wausau
8117,USC00478978,54177,Wausaukee
8118,USC00479012,54837,Frederic
8119,USC00479046,53214,Milwaukee
8120,USC00479050,53095,West
8121,USC00479053,53090,West
8122,USC00479062,54667,Westby
8123,USC00479144,54895,Weyerhaeuser
8124,USC00479176,54491,White
8125,USC00479190,53190,Whitewater
8126,USC00479236,54531,Hazelhurst
8127,USC00479304,54862,Ojibwa
8128,USC00479319,53965,Wisconsin
8129,USC00479335,54494,Wisconsin
8130,USC00479345,54495,Wisconsin
8131,USC00480027,83110,Afton
8132,USC00480080,82050,Albin
8133,USC00480140,83414,Alta
8134,USC00480270,82007,Cheyenne
8135,USC00480484,82321,Baggs
8136,USC00480540,82410,Basin
8137,USC00480552,82604,Casper
8138,USC00480603,83112,Bedford
8139,USC00480680,82801,Sheridan
8140,USC00480740,82834,Buffalo
8141,USC00480761,82336,Wamsutter
8142,USC00480778,82443,Thermopolis
8143,USC00480865,82922,Bondurant
8144,USC00480915,83254,Montpelier
8145,USC00480951,82923,Boulder
8146,USC00481000,82501,Riverton
8147,USC00481131,82938,Mc
8148,USC00481165,82834,Buffalo
8149,USC00481167,82834,Buffalo
8150,USC00481175,82414,Cody
8151,USC00481220,82836,Dayton
8152,USC00481284,82512,Crowheart
8153,USC00481547,82054,Carpenter
8154,USC00481569,82601,Casper
8155,USC00481572,82609,Casper
8156,USC00481610,82055,Centennial
8157,USC00481676,82001,Cheyenne
8158,USC00481730,82210,Chugwater
8159,USC00481736,82933,Fort
8160,USC00481775,82435,Powell
8161,USC00481816,82835,Clearmont
8162,USC00481840,82414,Cody
8163,USC00481850,82433,Meeteetse
8164,USC00481855,82414,Cody
8165,USC00481905,82710,Aladdin
8166,USC00482054,82925,Cora
8167,USC00482135,82414,Cody
8168,USC00482242,83115,Daniel
8169,USC00482375,83001,Jackson
8170,USC00482399,82836,Dayton
8171,USC00482410,82716,Gillette
8172,USC00482415,82421,Deaver
8173,USC00482466,82714,Devils
8174,USC00482580,82718,Gillette
8175,USC00482595,82516,Kinnear
8176,USC00482680,82058,Garrett
8177,USC00482685,82633,Douglas
8178,USC00482715,82513,Dubois
8179,USC00482725,82633,Douglas
8180,USC00482881,82716,Gillette
8181,USC00482995,82327,Hanna
8182,USC00483031,82411,Burlington
8183,USC00483045,82325,Encampment
8184,USC00483100,82930,Evanston
8185,USC00483170,82901,Rock
8186,USC00483396,82935,Green
8187,USC00483582,83114,Cokeville
8188,USC00483855,82718,Gillette
8189,USC00483936,82213,Glendo
8190,USC00483950,82637,Glenrock
8191,USC00484065,82935,Green
8192,USC00484080,82426,Greybull
8193,USC00484411,82435,Powell
8194,USC00484442,82007,Cheyenne
8195,USC00484760,82720,Hulett
8196,USC00484910,83001,Jackson
8197,USC00484925,82310,Jeffrey
8198,USC00485055,82639,Kaycee
8199,USC00485088,82213,Glendo
8200,USC00485105,83101,Kemmerer
8201,USC00485252,82923,Boulder
8202,USC00485260,82221,LaGrange
8203,USC00485345,82190,Yellowstone
8204,USC00485374,82222,Lance
8205,USC00485392,82520,Lander
8206,USC00485435,82072,Laramie
8207,USC00485506,82835,Clearmont
8208,USC00485525,82327,Hanna
8209,USC00485612,82240,Torrington
8210,USC00485703,82936,Lonetree
8211,USC00485770,82431,Lovell
8212,USC00485830,82225,Lusk
8213,USC00485833,82225,Lusk
8214,USC00486120,82329,Medicine
8215,USC00486195,82643,Midwest
8216,USC00486428,83001,Jackson
8217,USC00486440,83012,Moose
8218,USC00486555,82933,Fort
8219,USC00486595,82301,Rawlins
8220,USC00486660,82701,Newcastle
8221,USC00486845,82190,Yellowstone
8222,USC00486852,82244,Yoder
8223,USC00487031,82414,Cody
8224,USC00487105,82620,Alcova
8225,USC00487115,82523,Pavillion
8226,USC00487200,82221,LaGrange
8227,USC00487240,82082,Pine
8228,USC00487260,82941,Pinedale
8229,USC00487376,82604,Casper
8230,USC00487388,82435,Powell
8231,USC00487473,82432,Manderson
8232,USC00487528,82301,Rawlins
8233,USC00487548,82725,Recluse
8234,USC00487555,82222,Lance
8235,USC00487760,82501,Riverton
8236,USC00487810,82701,Newcastle
8237,USC00487836,82083,Rock
8238,USC00487847,82901,Rock
8239,USC00487885,82720,Hulett
8240,USC00487955,83114,Cokeville
8241,USC00487990,82331,Saratoga
8242,USC00488070,82301,Rawlins
8243,USC00488124,82441,Shell
8244,USC00488160,82801,Sheridan
8245,USC00488192,82327,Hanna
8246,USC00488209,82649,Shoshoni
8247,USC00488315,83012,Moose
8248,USC00488385,82520,Lander
8249,USC00488626,82832,Banner
8250,USC00488705,82729,Sundance
8251,USC00488758,82433,Meeteetse
8252,USC00488808,82051,Bosler
8253,USC00488852,82442,Ten
8254,USC00488858,82442,Ten
8255,USC00488875,82443,Thermopolis
8256,USC00488884,82443,Thermopolis
8257,USC00488888,82443,Thermopolis
8258,USC00488995,82240,Torrington
8259,USC00488997,82219,Jay
8260,USC00489025,82190,Yellowstone
8261,USC00489205,82730,Upton
8262,USC00489207,82701,Newcastle
8263,USC00489208,82701,Newcastle
8264,USC00489459,82336,Wamsutter
8265,USC00489467,82414,Cody
8266,USC00489580,82731,Weston
8267,USC00489604,82244,Yoder
8268,USC00489615,82201,Wheatland
8269,USC00489770,82401,Worland
8270,USC00489805,82718,Gillette
8271,USC00489902,82414,Cody
8272,USC00489905,82190,Yellowstone
8273,USC00489925,82244,Yoder
8274,USC00500243,00198,E
8275,USC00500247,00006,Matanuska-Sustina
8276,USC00500275,99502,Anchorage
8277,USC00500279,99507,Anchorage
8278,USC00500281,99516,Anchorage
8279,USC00500284,99516,Anchorage
8280,USC00500302,99654,Wasilla
8281,USC00500363,99801,Juneau
8282,USC00500464,99801,Juneau
8283,USC00500490,99701,Fairbanks
8284,USC00500657,99901,Ketchikan
8285,USC00500707,99645,Palmer
8286,USC00500788,00004,W
8287,USC00500832,99950,Ketchikan
8288,USC00501175,99645,Palmer
8289,USC00501180,99645,Palmer
8290,USC00501220,99507,Anchorage
8291,USC00501240,99686,Valdez
8292,USC00501243,99729,Cantwell
8293,USC00501244,99729,Cantwell
8294,USC00501466,99730,Central
8295,USC00501492,00002,Yukon
8296,USC00501497,00007,Southerly
8297,USC00501684,99780,Tok
8298,USC00501926,00006,Matanuska-Sustina
8299,USC00501987,99730,Central
8300,USC00502019,99737,Delta
8301,USC00502107,99709,Fairbanks
8302,USC00502112,99709,Fairbanks
8303,USC00502126,99734,Prudhoe
8304,USC00502144,99572,Cooper
8305,USC00502149,99572,Cooper
8306,USC00502173,99574,Cordova
8307,USC00502227,99921,Craig
8308,USC00502339,99737,Delta
8309,USC00502350,99737,Delta
8310,USC00502352,99737,Delta
8311,USC00502457,99576,Dillingham
8312,USC00502568,99737,Delta
8313,USC00502587,99685,Unalaska
8314,USC00502642,99577,Eagle
8315,USC00502645,99577,Eagle
8316,USC00502656,99577,Eagle
8317,USC00502707,99702,Eielson
8318,USC00502711,99755,Denali
8319,USC00502737,99567,Chugiak
8320,USC00502785,99825,Elfin
8321,USC00502868,99709,Fairbanks
8322,USC00502870,99709,Fairbanks
8323,USC00502871,99709,Fairbanks
8324,USC00502965,99709,Fairbanks
8325,USC00502970,99709,Fairbanks
8326,USC00503009,99627,Mc
8327,USC00503160,99712,Fairbanks
8328,USC00503163,00198,E
8329,USC00503181,99712,Fairbanks
8330,USC00503196,99669,Soldotna
8331,USC00503198,99820,Angoon
8332,USC00503212,99765,Nulato
8333,USC00503275,99712,Fairbanks
8334,USC00503294,99826,Gustavus
8335,USC00503299,00198,E
8336,USC00503304,99588,Glennallen
8337,USC00503502,99827,Haines
8338,USC00503504,99827,Haines
8339,USC00503573,00006,Matanuska-Sustina
8340,USC00503585,99743,Healy
8341,USC00503605,99835,Sitka
8342,USC00503650,99950,Ketchikan
8343,USC00503672,99556,Anchor
8344,USC00503682,99603,Homer
8345,USC00503695,99829,Hoonah
8346,USC00503720,99611,Kenai
8347,USC00503821,99923,Hyder
8348,USC00503933,99625,Levelock
8349,USC00504094,99801,Juneau
8350,USC00504103,99801,Juneau
8351,USC00504107,99801,Juneau
8352,USC00504109,99801,Juneau
8353,USC00504425,99610,Kasilof
8354,USC00504550,99611,Kenai
8355,USC00504567,99573,Copper
8356,USC00504621,99709,Fairbanks
8357,USC00504812,99615,Kodiak
8358,USC00504971,99743,Healy
8359,USC00504991,99615,Kodiak
8360,USC00505051,99750,Kivalina
8361,USC00505136,99734,Prudhoe
8362,USC00505397,00006,Matanuska-Sustina
8363,USC00505464,99645,Palmer
8364,USC00505516,99712,Fairbanks
8365,USC00505519,99835,Sitka
8366,USC00505604,99686,Valdez
8367,USC00505644,99756,Manley
8368,USC00505733,99645,Palmer
8369,USC00505757,99573,Copper
8370,USC00505778,99743,Healy
8371,USC00505873,99712,Fairbanks
8372,USC00505880,99712,Fairbanks
8373,USC00505883,00198,E
8374,USC00505884,99615,Kodiak
8375,USC00505894,99631,Moose
8376,USC00506147,99586,Gakona
8377,USC00506581,99705,North
8378,USC00506777,99573,Copper
8379,USC00506853,99615,Kodiak
8380,USC00506870,99645,Palmer
8381,USC00507097,99573,Copper
8382,USC00507141,99829,Hoonah
8383,USC00507352,99645,Palmer
8384,USC00507421,99927,Point
8385,USC00507444,99623,Wasilla
8386,USC00507502,00198,E
8387,USC00507513,99780,Tok
8388,USC00507557,99835,Sitka
8389,USC00507570,00005,N
8390,USC00507738,99686,Valdez
8391,USC00507780,99734,Prudhoe
8392,USC00507783,00006,Matanuska-Sustina
8393,USC00508140,99714,Salcha
8394,USC00508183,99661,Sand
8395,USC00508375,00011,Kenai
8396,USC00508377,99631,Moose
8397,USC00508409,99645,Palmer
8398,USC00508470,99573,Copper
8399,USC00508525,99840,Skagway
8400,USC00508547,99586,Gakona
8401,USC00508584,99801,Juneau
8402,USC00508594,99588,Glennallen
8403,USC00508615,99669,Soldotna
8404,USC00508625,99588,Glennallen
8405,USC00508884,00006,Matanuska-Sustina
8406,USC00508915,99674,Sutton
8407,USC00508945,99645,Palmer
8408,USC00509313,99780,Tok
8409,USC00509385,99573,Copper
8410,USC00509460,99603,Homer
8411,USC00509489,99712,Fairbanks
8412,USC00509641,99709,Fairbanks
8413,USC00509685,99686,Valdez
8414,USC00509747,99686,Valdez
8415,USC00509759,99654,Wasilla
